Year,Month,Day,date,discharge (mm)
1949,6,11,6/11/1949,2.673
1949,6,12,6/12/1949,2.532
1949,6,13,6/13/1949,2.428
1949,6,14,6/14/1949,2.645
1949,6,15,6/15/1949,4.137
1949,6,16,6/16/1949,21.991
1949,6,17,6/17/1949,11.043
1949,6,18,6/18/1949,7.642
1949,6,19,6/19/1949,6.168
1949,6,20,6/20/1949,5.356
1949,6,21,6/21/1949,4.978
1949,6,22,6/22/1949,4.761
1949,6,23,6/23/1949,4.411
1949,6,24,6/24/1949,4.978
1949,6,25,6/25/1949,4.94
1949,6,26,6/26/1949,4.326
1949,6,27,6/27/1949,4.062
1949,6,28,6/28/1949,4.109
1949,6,29,6/29/1949,3.76
1949,6,30,6/30/1949,3.854
1949,7,1,7/1/1949,3.675
1949,7,2,7/2/1949,3.467
1949,7,3,7/3/1949,3.363
1949,7,4,7/4/1949,3.779
1949,7,5,7/5/1949,3.42
1949,7,6,7/6/1949,3.174
1949,7,7,7/7/1949,3.202
1949,7,8,7/8/1949,3.051
1949,7,9,7/9/1949,3.108
1949,7,10,7/10/1949,5.545
1949,7,11,7/11/1949,4.175
1949,7,12,7/12/1949,4.241
1949,7,13,7/13/1949,3.835
1949,7,14,7/14/1949,3.892
1949,7,15,7/15/1949,3.93
1949,7,16,7/16/1949,4.034
1949,7,17,7/17/1949,4.024
1949,7,18,7/18/1949,6.112
1949,7,19,7/19/1949,5.451
1949,7,20,7/20/1949,5.044
1949,7,21,7/21/1949,4.534
1949,7,22,7/22/1949,4.204
1949,7,23,7/23/1949,3.986
1949,7,24,7/24/1949,3.75
1949,7,25,7/25/1949,3.599
1949,7,26,7/26/1949,3.438
1949,7,27,7/27/1949,3.193
1949,7,28,7/28/1949,3.165
1949,7,29,7/29/1949,3.098
1949,7,30,7/30/1949,3.013
1949,7,31,7/31/1949,3.58
1949,8,1,8/1/1949,3.146
1949,8,2,8/2/1949,3.108
1949,8,3,8/3/1949,3.958
1949,8,4,8/4/1949,3.231
1949,8,5,8/5/1949,2.966
1949,8,6,8/6/1949,2.806
1949,8,7,8/7/1949,2.654
1949,8,8,8/8/1949,2.551
1949,8,9,8/9/1949,2.551
1949,8,10,8/10/1949,2.475
1949,8,11,8/11/1949,2.617
1949,8,12,8/12/1949,2.617
1949,8,13,8/13/1949,2.494
1949,8,14,8/14/1949,2.39
1949,8,15,8/15/1949,2.654
1949,8,16,8/16/1949,3.032
1949,8,17,8/17/1949,3.231
1949,8,18,8/18/1949,2.636
1949,8,19,8/19/1949,2.38
1949,8,20,8/20/1949,2.532
1949,8,21,8/21/1949,3.637
1949,8,22,8/22/1949,3.155
1949,8,23,8/23/1949,2.683
1949,8,24,8/24/1949,2.437
1949,8,25,8/25/1949,2.248
1949,8,26,8/26/1949,2.125
1949,8,27,8/27/1949,2.144
1949,8,28,8/28/1949,5.46
1949,8,29,8/29/1949,3.155
1949,8,30,8/30/1949,2.749
1949,8,31,8/31/1949,3.372
1949,9,1,9/1/1949,2.664
1949,9,2,9/2/1949,2.484
1949,9,3,9/3/1949,2.626
1949,9,4,9/4/1949,2.513
1949,9,5,9/5/1949,2.475
1949,9,6,9/6/1949,9.654
1949,9,7,9/7/1949,6.074
1949,9,8,9/8/1949,4.761
1949,9,9,9/9/1949,4.194
1949,9,10,9/10/1949,3.741
1949,9,11,9/11/1949,3.457
1949,9,12,9/12/1949,3.24
1949,9,13,9/13/1949,3.07
1949,9,14,9/14/1949,2.966
1949,9,15,9/15/1949,2.928
1949,9,16,9/16/1949,2.938
1949,9,17,9/17/1949,2.919
1949,9,18,9/18/1949,3.401
1949,9,19,9/19/1949,3.051
1949,9,20,9/20/1949,2.73
1949,9,21,9/21/1949,2.607
1949,9,22,9/22/1949,2.607
1949,9,23,9/23/1949,2.503
1949,9,24,9/24/1949,2.428
1949,9,25,9/25/1949,2.399
1949,9,26,9/26/1949,2.418
1949,9,27,9/27/1949,2.872
1949,9,28,9/28/1949,2.447
1949,9,29,9/29/1949,2.314
1949,9,30,9/30/1949,2.239
1949,10,1,10/1/1949,2.144
1949,10,2,10/2/1949,2.059
1949,10,3,10/3/1949,2.059
1949,10,4,10/4/1949,2.069
1949,10,5,10/5/1949,2.097
1949,10,6,10/6/1949,4.714
1949,10,7,10/7/1949,3.325
1949,10,8,10/8/1949,2.522
1949,10,9,10/9/1949,2.324
1949,10,10,10/10/1949,2.248
1949,10,11,10/11/1949,2.154
1949,10,12,10/12/1949,2.295
1949,10,13,10/13/1949,2.182
1949,10,14,10/14/1949,2.154
1949,10,15,10/15/1949,2.088
1949,10,16,10/16/1949,3.013
1949,10,17,10/17/1949,2.532
1949,10,18,10/18/1949,2.314
1949,10,19,10/19/1949,2.248
1949,10,20,10/20/1949,2.163
1949,10,21,10/21/1949,2.107
1949,10,22,10/22/1949,2.059
1949,10,23,10/23/1949,2.003
1949,10,24,10/24/1949,1.946
1949,10,25,10/25/1949,2.04
1949,10,26,10/26/1949,2.163
1949,10,27,10/27/1949,2.21
1949,10,28,10/28/1949,2.711
1949,10,29,10/29/1949,2.295
1949,10,30,10/30/1949,7.765
1949,10,31,10/31/1949,9.579
1949,11,1,11/1/1949,7.208
1949,11,2,11/2/1949,5.951
1949,11,3,11/3/1949,5.375
1949,11,4,11/4/1949,4.695
1949,11,5,11/5/1949,4.194
1949,11,6,11/6/1949,3.93
1949,11,7,11/7/1949,3.675
1949,11,8,11/8/1949,3.552
1949,11,9,11/9/1949,3.552
1949,11,10,11/10/1949,3.467
1949,11,11,11/11/1949,3.42
1949,11,12,11/12/1949,3.325
1949,11,13,11/13/1949,3.24
1949,11,14,11/14/1949,3.221
1949,11,15,11/15/1949,3.108
1949,11,16,11/16/1949,2.994
1949,11,17,11/17/1949,2.966
1949,11,18,11/18/1949,2.872
1949,11,19,11/19/1949,2.796
1949,11,20,11/20/1949,2.683
1949,11,21,11/21/1949,2.664
1949,11,22,11/22/1949,2.645
1949,11,23,11/23/1949,2.569
1949,11,24,11/24/1949,2.976
1949,11,25,11/25/1949,2.909
1949,11,26,11/26/1949,2.636
1949,11,27,11/27/1949,2.579
1949,11,28,11/28/1949,2.579
1949,11,29,11/29/1949,3.042
1949,11,30,11/30/1949,2.636
1949,12,1,12/1/1949,2.465
1949,12,2,12/2/1949,2.286
1949,12,3,12/3/1949,2.192
1949,12,4,12/4/1949,2.163
1949,12,5,12/5/1949,2.144
1949,12,6,12/6/1949,2.154
1949,12,7,12/7/1949,2.522
1949,12,8,12/8/1949,2.229
1949,12,9,12/9/1949,2.173
1949,12,10,12/10/1949,2.229
1949,12,11,12/11/1949,2.777
1949,12,12,12/12/1949,3.901
1949,12,13,12/13/1949,3.259
1949,12,14,12/14/1949,3.013
1949,12,15,12/15/1949,2.843
1949,12,16,12/16/1949,2.721
1949,12,17,12/17/1949,2.711
1949,12,18,12/18/1949,4.525
1949,12,19,12/19/1949,4.222
1949,12,20,12/20/1949,3.788
1949,12,21,12/21/1949,3.656
1949,12,22,12/22/1949,4.487
1949,12,23,12/23/1949,4.818
1949,12,24,12/24/1949,4.402
1949,12,25,12/25/1949,4.175
1949,12,26,12/26/1949,6.15
1949,12,27,12/27/1949,6.159
1949,12,28,12/28/1949,5.781
1949,12,29,12/29/1949,5.243
1949,12,30,12/30/1949,4.837
1949,12,31,12/31/1949,4.496
1950,1,1,1/1/1950,4.317
1950,1,2,1/2/1950,4.222
1950,1,3,1/3/1950,4.185
1950,1,4,1/4/1950,4.308
1950,1,5,1/5/1950,4.156
1950,1,6,1/6/1950,4.241
1950,1,7,1/7/1950,4.005
1950,1,8,1/8/1950,3.779
1950,1,9,1/9/1950,3.712
1950,1,10,1/10/1950,3.92
1950,1,11,1/11/1950,3.769
1950,1,12,1/12/1950,3.986
1950,1,13,1/13/1950,3.76
1950,1,14,1/14/1950,3.665
1950,1,15,1/15/1950,3.599
1950,1,16,1/16/1950,3.656
1950,1,17,1/17/1950,4.166
1950,1,18,1/18/1950,4.015
1950,1,19,1/19/1950,6.49
1950,1,20,1/20/1950,5.876
1950,1,21,1/21/1950,5.498
1950,1,22,1/22/1950,5.214
1950,1,23,1/23/1950,4.855
1950,1,24,1/24/1950,4.629
1950,1,25,1/25/1950,4.402
1950,1,26,1/26/1950,4.175
1950,1,27,1/27/1950,4.459
1950,1,28,1/28/1950,4.052
1950,1,29,1/29/1950,3.996
1950,1,30,1/30/1950,3.892
1950,1,31,1/31/1950,3.864
1950,2,1,2/1/1950,3.892
1950,2,2,2/2/1950,4.156
1950,2,3,2/3/1950,3.845
1950,2,4,2/4/1950,3.646
1950,2,5,2/5/1950,3.533
1950,2,6,2/6/1950,3.495
1950,2,7,2/7/1950,4.043
1950,2,8,2/8/1950,3.731
1950,2,9,2/9/1950,4.695
1950,2,10,2/10/1950,4.355
1950,2,11,2/11/1950,4.204
1950,2,12,2/12/1950,4.119
1950,2,13,2/13/1950,4.052
1950,2,14,2/14/1950,10.693
1950,2,15,2/15/1950,9.163
1950,2,16,2/16/1950,7.491
1950,2,17,2/17/1950,6.405
1950,2,18,2/18/1950,5.847
1950,2,19,2/19/1950,5.498
1950,2,20,2/20/1950,5.186
1950,2,21,2/21/1950,5.007
1950,2,22,2/22/1950,5.46
1950,2,23,2/23/1950,4.997
1950,2,24,2/24/1950,4.657
1950,2,25,2/25/1950,4.478
1950,2,26,2/26/1950,4.336
1950,2,27,2/27/1950,4.204
1950,2,28,2/28/1950,4.733
1950,3,1,3/1/1950,7.104
1950,3,2,3/2/1950,5.63
1950,3,3,3/3/1950,5.328
1950,3,4,3/4/1950,5.11
1950,3,5,3/5/1950,4.95
1950,3,6,3/6/1950,4.874
1950,3,7,3/7/1950,4.865
1950,3,8,3/8/1950,4.893
1950,3,9,3/9/1950,4.496
1950,3,10,3/10/1950,4.336
1950,3,11,3/11/1950,4.449
1950,3,12,3/12/1950,6.178
1950,3,13,3/13/1950,15.709
1950,3,14,3/14/1950,12.271
1950,3,15,3/15/1950,9.852
1950,3,16,3/16/1950,8.738
1950,3,17,3/17/1950,7.661
1950,3,18,3/18/1950,7.056
1950,3,19,3/19/1950,6.471
1950,3,20,3/20/1950,6.471
1950,3,21,3/21/1950,6.159
1950,3,22,3/22/1950,5.8
1950,3,23,3/23/1950,5.517
1950,3,24,3/24/1950,5.29
1950,3,25,3/25/1950,5.129
1950,3,26,3/26/1950,4.978
1950,3,27,3/27/1950,5.923
1950,3,28,3/28/1950,5.611
1950,3,29,3/29/1950,5.195
1950,3,30,3/30/1950,4.799
1950,3,31,3/31/1950,4.629
1950,4,1,4/1/1950,4.648
1950,4,2,4/2/1950,4.553
1950,4,3,4/3/1950,4.44
1950,4,4,4/4/1950,5.129
1950,4,5,4/5/1950,5.063
1950,4,6,4/6/1950,4.619
1950,4,7,4/7/1950,4.478
1950,4,8,4/8/1950,4.364
1950,4,9,4/9/1950,4.26
1950,4,10,4/10/1950,4.1
1950,4,11,4/11/1950,4.081
1950,4,12,4/12/1950,4.071
1950,4,13,4/13/1950,3.911
1950,4,14,4/14/1950,3.76
1950,4,15,4/15/1950,3.646
1950,4,16,4/16/1950,3.561
1950,4,17,4/17/1950,3.533
1950,4,18,4/18/1950,3.486
1950,4,19,4/19/1950,3.467
1950,4,20,4/20/1950,3.363
1950,4,21,4/21/1950,3.268
1950,4,22,4/22/1950,3.155
1950,4,23,4/23/1950,3.136
1950,4,24,4/24/1950,3.07
1950,4,25,4/25/1950,3.401
1950,4,26,4/26/1950,3.259
1950,4,27,4/27/1950,3.07
1950,4,28,4/28/1950,2.994
1950,4,29,4/29/1950,2.928
1950,4,30,4/30/1950,2.872
1950,5,1,5/1/1950,2.919
1950,5,2,5/2/1950,3.429
1950,5,3,5/3/1950,3.306
1950,5,4,5/4/1950,2.957
1950,5,5,5/5/1950,2.843
1950,5,6,5/6/1950,2.711
1950,5,7,5/7/1950,2.654
1950,5,8,5/8/1950,2.551
1950,5,9,5/9/1950,2.494
1950,5,10,5/10/1950,2.617
1950,5,11,5/11/1950,2.522
1950,5,12,5/12/1950,2.494
1950,5,13,5/13/1950,2.428
1950,5,14,5/14/1950,2.9
1950,5,15,5/15/1950,2.465
1950,5,16,5/16/1950,2.343
1950,5,17,5/17/1950,2.456
1950,5,18,5/18/1950,2.343
1950,5,19,5/19/1950,2.333
1950,5,20,5/20/1950,2.362
1950,5,21,5/21/1950,2.229
1950,5,22,5/22/1950,2.173
1950,5,23,5/23/1950,2.088
1950,5,24,5/24/1950,1.955
1950,5,25,5/25/1950,1.936
1950,5,26,5/26/1950,1.87
1950,5,27,5/27/1950,1.833
1950,5,28,5/28/1950,2.409
1950,5,29,5/29/1950,1.965
1950,5,30,5/30/1950,2.399
1950,5,31,5/31/1950,2.654
1950,6,1,6/1/1950,2.097
1950,6,2,6/2/1950,1.946
1950,6,3,6/3/1950,3.353
1950,6,4,6/4/1950,3.59
1950,6,5,6/5/1950,2.428
1950,6,6,6/6/1950,2.097
1950,6,7,6/7/1950,2.04
1950,6,8,6/8/1950,2.503
1950,6,9,6/9/1950,2.522
1950,6,10,6/10/1950,2.371
1950,6,11,6/11/1950,2.173
1950,6,12,6/12/1950,1.955
1950,6,13,6/13/1950,1.851
1950,6,14,6/14/1950,1.776
1950,6,15,6/15/1950,2.135
1950,6,16,6/16/1950,1.974
1950,6,17,6/17/1950,1.814
1950,6,18,6/18/1950,1.681
1950,6,19,6/19/1950,1.625
1950,6,20,6/20/1950,1.596
1950,6,21,6/21/1950,1.795
1950,6,22,6/22/1950,1.7
1950,6,23,6/23/1950,1.568
1950,6,24,6/24/1950,1.493
1950,6,25,6/25/1950,1.426
1950,6,26,6/26/1950,1.37
1950,6,27,6/27/1950,1.294
1950,6,28,6/28/1950,1.285
1950,6,29,6/29/1950,1.256
1950,6,30,6/30/1950,1.247
1950,7,1,7/1/1950,1.219
1950,7,2,7/2/1950,1.162
1950,7,3,7/3/1950,1.162
1950,7,4,7/4/1950,1.219
1950,7,5,7/5/1950,1.37
1950,7,6,7/6/1950,1.521
1950,7,7,7/7/1950,1.54
1950,7,8,7/8/1950,1.379
1950,7,9,7/9/1950,1.219
1950,7,10,7/10/1950,1.115
1950,7,11,7/11/1950,1.379
1950,7,12,7/12/1950,1.729
1950,7,13,7/13/1950,1.379
1950,7,14,7/14/1950,2.352
1950,7,15,7/15/1950,1.974
1950,7,16,7/16/1950,1.833
1950,7,17,7/17/1950,1.379
1950,7,18,7/18/1950,1.256
1950,7,19,7/19/1950,1.115
1950,7,20,7/20/1950,1.105
1950,7,21,7/21/1950,1.332
1950,7,22,7/22/1950,1.124
1950,7,23,7/23/1950,1.237
1950,7,24,7/24/1950,1.181
1950,7,25,7/25/1950,1.058
1950,7,26,7/26/1950,1.436
1950,7,27,7/27/1950,2.022
1950,7,28,7/28/1950,1.285
1950,7,29,7/29/1950,1.134
1950,7,30,7/30/1950,1.011
1950,7,31,7/31/1950,0.973
1950,8,1,8/1/1950,0.973
1950,8,2,8/2/1950,0.916
1950,8,3,8/3/1950,0.926
1950,8,4,8/4/1950,0.907
1950,8,5,8/5/1950,0.982
1950,8,6,8/6/1950,0.916
1950,8,7,8/7/1950,0.841
1950,8,8,8/8/1950,0.822
1950,8,9,8/9/1950,0.812
1950,8,10,8/10/1950,0.86
1950,8,11,8/11/1950,0.879
1950,8,12,8/12/1950,0.784
1950,8,13,8/13/1950,0.784
1950,8,14,8/14/1950,0.85
1950,8,15,8/15/1950,0.888
1950,8,16,8/16/1950,1.209
1950,8,17,8/17/1950,0.973
1950,8,18,8/18/1950,0.831
1950,8,19,8/19/1950,0.803
1950,8,20,8/20/1950,0.737
1950,8,21,8/21/1950,0.718
1950,8,22,8/22/1950,0.784
1950,8,23,8/23/1950,0.756
1950,8,24,8/24/1950,0.746
1950,8,25,8/25/1950,1.842
1950,8,26,8/26/1950,1.096
1950,8,27,8/27/1950,1.351
1950,8,28,8/28/1950,1.474
1950,8,29,8/29/1950,2.324
1950,8,30,8/30/1950,5.876
1950,8,31,8/31/1950,8.218
1950,9,1,9/1/1950,9.257
1950,9,2,9/2/1950,5.536
1950,9,3,9/3/1950,3.826
1950,9,4,9/4/1950,3.165
1950,9,5,9/5/1950,2.73
1950,9,6,9/6/1950,2.324
1950,9,7,9/7/1950,5.885
1950,9,8,9/8/1950,6.282
1950,9,9,9/9/1950,6.206
1950,9,10,9/10/1950,5.403
1950,9,11,9/11/1950,4.591
1950,9,12,9/12/1950,4.156
1950,9,13,9/13/1950,3.684
1950,9,14,9/14/1950,3.325
1950,9,15,9/15/1950,3.061
1950,9,16,9/16/1950,2.862
1950,9,17,9/17/1950,2.692
1950,9,18,9/18/1950,2.532
1950,9,19,9/19/1950,2.39
1950,9,20,9/20/1950,2.371
1950,9,21,9/21/1950,2.371
1950,9,22,9/22/1950,2.38
1950,9,23,9/23/1950,2.201
1950,9,24,9/24/1950,2.097
1950,9,25,9/25/1950,2.097
1950,9,26,9/26/1950,2.031
1950,9,27,9/27/1950,2.078
1950,9,28,9/28/1950,2.05
1950,9,29,9/29/1950,2.003
1950,9,30,9/30/1950,1.946
1950,10,1,10/1/1950,1.88
1950,10,2,10/2/1950,1.833
1950,10,3,10/3/1950,1.785
1950,10,4,10/4/1950,1.738
1950,10,5,10/5/1950,1.719
1950,10,6,10/6/1950,1.71
1950,10,7,10/7/1950,1.7
1950,10,8,10/8/1950,1.918
1950,10,9,10/9/1950,1.804
1950,10,10,10/10/1950,1.691
1950,10,11,10/11/1950,1.615
1950,10,12,10/12/1950,1.587
1950,10,13,10/13/1950,1.559
1950,10,14,10/14/1950,1.521
1950,10,15,10/15/1950,1.474
1950,10,16,10/16/1950,1.455
1950,10,17,10/17/1950,1.426
1950,10,18,10/18/1950,1.407
1950,10,19,10/19/1950,2.551
1950,10,20,10/20/1950,8.02
1950,10,21,10/21/1950,2.56
1950,10,22,10/22/1950,2.333
1950,10,23,10/23/1950,2.192
1950,10,24,10/24/1950,2.022
1950,10,25,10/25/1950,1.927
1950,10,26,10/26/1950,1.842
1950,10,27,10/27/1950,1.748
1950,10,28,10/28/1950,1.71
1950,10,29,10/29/1950,1.71
1950,10,30,10/30/1950,1.691
1950,10,31,10/31/1950,1.672
1950,11,1,11/1/1950,1.681
1950,11,2,11/2/1950,1.7
1950,11,3,11/3/1950,1.889
1950,11,4,11/4/1950,1.965
1950,11,5,11/5/1950,1.625
1950,11,6,11/6/1950,1.596
1950,11,7,11/7/1950,1.644
1950,11,8,11/8/1950,1.606
1950,11,9,11/9/1950,1.634
1950,11,10,11/10/1950,1.672
1950,11,11,11/11/1950,1.568
1950,11,12,11/12/1950,1.549
1950,11,13,11/13/1950,1.521
1950,11,14,11/14/1950,1.483
1950,11,15,11/15/1950,1.483
1950,11,16,11/16/1950,1.483
1950,11,17,11/17/1950,1.464
1950,11,18,11/18/1950,1.426
1950,11,19,11/19/1950,1.389
1950,11,20,11/20/1950,2.163
1950,11,21,11/21/1950,1.672
1950,11,22,11/22/1950,1.634
1950,11,23,11/23/1950,1.568
1950,11,24,11/24/1950,1.474
1950,11,25,11/25/1950,1.398
1950,11,26,11/26/1950,1.37
1950,11,27,11/27/1950,1.398
1950,11,28,11/28/1950,1.398
1950,11,29,11/29/1950,1.36
1950,11,30,11/30/1950,1.351
1950,12,1,12/1/1950,1.285
1950,12,2,12/2/1950,1.256
1950,12,3,12/3/1950,2.333
1950,12,4,12/4/1950,1.974
1950,12,5,12/5/1950,1.596
1950,12,6,12/6/1950,2.881
1950,12,7,12/7/1950,10.211
1950,12,8,12/8/1950,5.29
1950,12,9,12/9/1950,3.882
1950,12,10,12/10/1950,3.391
1950,12,11,12/11/1950,3.117
1950,12,12,12/12/1950,2.928
1950,12,13,12/13/1950,2.749
1950,12,14,12/14/1950,2.626
1950,12,15,12/15/1950,2.532
1950,12,16,12/16/1950,2.409
1950,12,17,12/17/1950,2.314
1950,12,18,12/18/1950,2.258
1950,12,19,12/19/1950,2.21
1950,12,20,12/20/1950,2.173
1950,12,21,12/21/1950,2.154
1950,12,22,12/22/1950,2.144
1950,12,23,12/23/1950,2.116
1950,12,24,12/24/1950,2.069
1950,12,25,12/25/1950,2.059
1950,12,26,12/26/1950,2.069
1950,12,27,12/27/1950,2.022
1950,12,28,12/28/1950,2.229
1950,12,29,12/29/1950,2.352
1950,12,30,12/30/1950,2.125
1950,12,31,12/31/1950,2.059
1951,1,1,1/1/1951,1.908
1951,1,2,1/2/1951,1.889
1951,1,3,1/3/1951,2.088
1951,1,4,1/4/1951,2.286
1951,1,5,1/5/1951,2.069
1951,1,6,1/6/1951,2.04
1951,1,7,1/7/1951,2.144
1951,1,8,1/8/1951,1.908
1951,1,9,1/9/1951,1.87
1951,1,10,1/10/1951,1.851
1951,1,11,1/11/1951,1.965
1951,1,12,1/12/1951,1.918
1951,1,13,1/13/1951,2.088
1951,1,14,1/14/1951,3.089
1951,1,15,1/15/1951,3.552
1951,1,16,1/16/1951,2.749
1951,1,17,1/17/1951,2.494
1951,1,18,1/18/1951,2.683
1951,1,19,1/19/1951,2.503
1951,1,20,1/20/1951,2.437
1951,1,21,1/21/1951,2.239
1951,1,22,1/22/1951,2.069
1951,1,23,1/23/1951,2.05
1951,1,24,1/24/1951,2.21
1951,1,25,1/25/1951,2.05
1951,1,26,1/26/1951,2.05
1951,1,27,1/27/1951,2.05
1951,1,28,1/28/1951,2.04
1951,1,29,1/29/1951,2.088
1951,1,30,1/30/1951,2.107
1951,1,31,1/31/1951,2.125
1951,2,1,2/1/1951,3.788
1951,2,2,2/2/1951,2.579
1951,2,3,2/3/1951,2.399
1951,2,4,2/4/1951,2.371
1951,2,5,2/5/1951,2.333
1951,2,6,2/6/1951,2.428
1951,2,7,2/7/1951,3.826
1951,2,8,2/8/1951,2.909
1951,2,9,2/9/1951,2.768
1951,2,10,2/10/1951,2.702
1951,2,11,2/11/1951,2.636
1951,2,12,2/12/1951,2.626
1951,2,13,2/13/1951,2.636
1951,2,14,2/14/1951,2.607
1951,2,15,2/15/1951,2.56
1951,2,16,2/16/1951,2.796
1951,2,17,2/17/1951,2.673
1951,2,18,2/18/1951,2.56
1951,2,19,2/19/1951,2.739
1951,2,20,2/20/1951,3.476
1951,2,21,2/21/1951,3.986
1951,2,22,2/22/1951,3.467
1951,2,23,2/23/1951,3.391
1951,2,24,2/24/1951,3.278
1951,2,25,2/25/1951,3.202
1951,2,26,2/26/1951,3.202
1951,2,27,2/27/1951,3.165
1951,2,28,2/28/1951,3.098
1951,3,1,3/1/1951,2.938
1951,3,2,3/2/1951,2.872
1951,3,3,3/3/1951,2.853
1951,3,4,3/4/1951,3.608
1951,3,5,3/5/1951,3.457
1951,3,6,3/6/1951,3.089
1951,3,7,3/7/1951,4.77
1951,3,8,3/8/1951,3.977
1951,3,9,3/9/1951,3.807
1951,3,10,3/10/1951,3.684
1951,3,11,3/11/1951,3.892
1951,3,12,3/12/1951,3.646
1951,3,13,3/13/1951,3.816
1951,3,14,3/14/1951,3.646
1951,3,15,3/15/1951,3.514
1951,3,16,3/16/1951,3.438
1951,3,17,3/17/1951,3.316
1951,3,18,3/18/1951,3.174
1951,3,19,3/19/1951,3.495
1951,3,20,3/20/1951,3.24
1951,3,21,3/21/1951,3.146
1951,3,22,3/22/1951,3.098
1951,3,23,3/23/1951,3.089
1951,3,24,3/24/1951,3.079
1951,3,25,3/25/1951,2.957
1951,3,26,3/26/1951,2.957
1951,3,27,3/27/1951,2.881
1951,3,28,3/28/1951,4.515
1951,3,29,3/29/1951,7.056
1951,3,30,3/30/1951,7.104
1951,3,31,3/31/1951,6.065
1951,4,1,4/1/1951,5.469
1951,4,2,4/2/1951,5.687
1951,4,3,4/3/1951,5.148
1951,4,4,4/4/1951,4.799
1951,4,5,4/5/1951,4.553
1951,4,6,4/6/1951,4.355
1951,4,7,4/7/1951,4.922
1951,4,8,4/8/1951,4.827
1951,4,9,4/9/1951,4.383
1951,4,10,4/10/1951,4.44
1951,4,11,4/11/1951,4.818
1951,4,12,4/12/1951,5.451
1951,4,13,4/13/1951,4.837
1951,4,14,4/14/1951,4.704
1951,4,15,4/15/1951,4.478
1951,4,16,4/16/1951,4.279
1951,4,17,4/17/1951,4.185
1951,4,18,4/18/1951,4.109
1951,4,19,4/19/1951,4.052
1951,4,20,4/20/1951,3.967
1951,4,21,4/21/1951,3.826
1951,4,22,4/22/1951,4.78
1951,4,23,4/23/1951,3.873
1951,4,24,4/24/1951,3.807
1951,4,25,4/25/1951,3.807
1951,4,26,4/26/1951,3.741
1951,4,27,4/27/1951,3.665
1951,4,28,4/28/1951,3.845
1951,4,29,4/29/1951,4.034
1951,4,30,4/30/1951,3.618
1951,5,1,5/1/1951,3.646
1951,5,2,5/2/1951,3.561
1951,5,3,5/3/1951,3.457
1951,5,4,5/4/1951,3.382
1951,5,5,5/5/1951,3.306
1951,5,6,5/6/1951,3.221
1951,5,7,5/7/1951,3.127
1951,5,8,5/8/1951,3.07
1951,5,9,5/9/1951,3.004
1951,5,10,5/10/1951,2.985
1951,5,11,5/11/1951,2.966
1951,5,12,5/12/1951,2.9
1951,5,13,5/13/1951,2.787
1951,5,14,5/14/1951,2.654
1951,5,15,5/15/1951,2.636
1951,5,16,5/16/1951,2.664
1951,5,17,5/17/1951,2.588
1951,5,18,5/18/1951,2.579
1951,5,19,5/19/1951,2.522
1951,5,20,5/20/1951,2.475
1951,5,21,5/21/1951,2.428
1951,5,22,5/22/1951,2.333
1951,5,23,5/23/1951,2.314
1951,5,24,5/24/1951,2.192
1951,5,25,5/25/1951,2.107
1951,5,26,5/26/1951,2.182
1951,5,27,5/27/1951,2.107
1951,5,28,5/28/1951,1.984
1951,5,29,5/29/1951,1.974
1951,5,30,5/30/1951,1.965
1951,5,31,5/31/1951,1.927
1951,6,1,6/1/1951,1.899
1951,6,2,6/2/1951,1.814
1951,6,3,6/3/1951,1.861
1951,6,4,6/4/1951,2.022
1951,6,5,6/5/1951,2.022
1951,6,6,6/6/1951,1.785
1951,6,7,6/7/1951,2.909
1951,6,8,6/8/1951,3.089
1951,6,9,6/9/1951,3.023
1951,6,10,6/10/1951,2.135
1951,6,11,6/11/1951,1.842
1951,6,12,6/12/1951,3.656
1951,6,13,6/13/1951,3.174
1951,6,14,6/14/1951,2.163
1951,6,15,6/15/1951,1.965
1951,6,16,6/16/1951,1.88
1951,6,17,6/17/1951,6.867
1951,6,18,6/18/1951,3.24
1951,6,19,6/19/1951,2.673
1951,6,20,6/20/1951,2.418
1951,6,21,6/21/1951,2.248
1951,6,22,6/22/1951,2.182
1951,6,23,6/23/1951,2.05
1951,6,24,6/24/1951,1.851
1951,6,25,6/25/1951,1.804
1951,6,26,6/26/1951,1.946
1951,6,27,6/27/1951,1.927
1951,6,28,6/28/1951,1.814
1951,6,29,6/29/1951,2.277
1951,6,30,6/30/1951,2.456
1951,7,1,7/1/1951,2.135
1951,7,2,7/2/1951,2.267
1951,7,3,7/3/1951,2.078
1951,7,4,7/4/1951,2.38
1951,7,5,7/5/1951,2.22
1951,7,6,7/6/1951,1.814
1951,7,7,7/7/1951,1.681
1951,7,8,7/8/1951,1.625
1951,7,9,7/9/1951,1.549
1951,7,10,7/10/1951,1.596
1951,7,11,7/11/1951,1.634
1951,7,12,7/12/1951,1.606
1951,7,13,7/13/1951,1.559
1951,7,14,7/14/1951,1.474
1951,7,15,7/15/1951,2.551
1951,7,16,7/16/1951,1.918
1951,7,17,7/17/1951,1.738
1951,7,18,7/18/1951,1.54
1951,7,19,7/19/1951,2.21
1951,7,20,7/20/1951,1.776
1951,7,21,7/21/1951,1.596
1951,7,22,7/22/1951,1.483
1951,7,23,7/23/1951,2.513
1951,7,24,7/24/1951,1.842
1951,7,25,7/25/1951,1.653
1951,7,26,7/26/1951,1.53
